RepRapFirmware height map file v2 generated at 2019-06-19 23:45, min error -0.243, max error 0.360, mean -0.128, deviation 0.108
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
88.00,262.00,0.00,148.00,-1.00,25.00,25.00,7,6
      0,      0,      0,      0,      0,      0,      0
 -0.109, -0.222, -0.210, -0.173, -0.174, -0.183,      0
 -0.186, -0.152, -0.202, -0.220, -0.084, -0.174,      0
 -0.109, -0.120, -0.155, -0.214, -0.110, -0.046,      0
 -0.115, -0.146, -0.163, -0.243, -0.091,  0.054,      0
 -0.127, -0.136, -0.158, -0.091, -0.147,  0.360,      0
